TICKET_NMBR,assigned_group
IN10269629,1
IN10269630,1
IN10269631,1
IN10269632,6
IN10269633,1
IN10269634,1
IN10269635,2
IN10269636,1
IN10269637,1
IN10269638,1
IN10269639,1
IN10269640,2
IN10269641,1
IN10269642,1
IN10269643,1
IN10269644,1
IN10269645,1
IN10269646,1
IN10269647,1
IN10269648,1
IN10269649,1
IN10269650,1
IN10269651,2
IN10269652,1
IN10269653,3
IN10269654,2
IN10269656,3
IN10269657,1
IN10269658,1
IN10269659,1
IN10269660,1
IN10269661,2
IN10269662,1
IN10269663,1
IN10269664,1
IN10269665,1
IN10269666,2
IN10269667,1
IN10269670,3
IN10269671,1
IN10269672,1
IN10269673,1
IN10269674,2
IN10269676,1
IN10269677,2
IN10269678,1
IN10269679,1
IN10269681,2
IN10269682,1
IN10269683,0
IN10269685,1
IN10269686,1
IN10269687,1
IN10269688,1
IN10269689,1
IN10269690,2
IN10269691,1
IN10269692,1
IN10269693,1
IN10269694,1
IN10269695,1
IN10269697,2
IN10269698,2
IN10269699,1
IN10269700,1
IN10269701,1
IN10269702,1
IN10269703,2
IN10269704,2
IN10269705,1
IN10269706,1
IN10269707,3
IN10269708,1
IN10269709,3
IN10269710,1
IN10269711,1
IN10269712,1
IN10269713,2
IN10269714,1
IN10269715,1
IN10269716,1
IN10269717,1
IN10269718,1
IN10269719,1
IN10269720,1
IN10269723,3
IN10269724,1
IN10269725,2
IN10269726,1
IN10269727,1
IN10269728,1
IN10269729,1
IN10269730,1
IN10269731,1
IN10269732,1
IN10269733,4
IN10269734,1
IN10269735,1
IN10269737,1
IN10269738,1
IN10269739,1
IN10269741,1
IN10269742,1
IN10269743,1
IN10269744,1
IN10269745,1
IN10269746,1
IN10269748,1
IN10269750,1
IN10269751,1
IN10269752,1
IN10269755,3
IN10269756,1
IN10269757,1
IN10269758,1
IN10269759,1
IN10269760,1
IN10269761,1
IN10269762,1
IN10269763,1
IN10269764,1
IN10269767,2
IN10269768,1
IN10269769,1
IN10269770,1
IN10269771,1
IN10269772,1
IN10269773,1
IN10269774,1
IN10269775,1
IN10269776,1
IN10269777,1
IN10269778,1
IN10269779,1
IN10269780,1
IN10269781,1
IN10269782,1
IN10269783,1
IN10269785,1
IN10269786,1
IN10269787,1
IN10269788,2
IN10269789,1
IN10269790,1
IN10269791,1
IN10269792,1
IN10269793,1
IN10269794,1
IN10269795,1
IN10269796,1
IN10269797,1
IN10269798,1
IN10269799,2
IN10269800,1
IN10269801,1
IN10269802,1
IN10269803,1
IN10269804,1
IN10269805,1
IN10269806,3
IN10269807,1
IN10269808,1
IN10269809,1
IN10269811,1
IN10269812,2
IN10269813,1
IN10269814,1
IN10269815,1
IN10269817,1
IN10269818,1
IN10269819,1
IN10269820,2
IN10269821,2
IN10269822,1
IN10269823,1
IN10269824,1
IN10269825,1
IN10269827,1
IN10269828,1
IN10269832,1
IN10269833,1
IN10269835,1
IN10269836,1
IN10269838,2
IN10269839,1
IN10269840,1
IN10269841,1
IN10269842,1
IN10269843,1
IN10269844,1
IN10269845,1
IN10269846,1
IN10269847,1
IN10269848,1
IN10269849,2
IN10269850,1
IN10269851,1
IN10269852,1
IN10269853,1
IN10269855,1
IN10269856,1
IN10269857,1
IN10269858,1
IN10269859,2
IN10269860,2
IN10269862,1
IN10269863,1
IN10269865,1
IN10269866,1
IN10269867,1
IN10269868,1
IN10269869,1
IN10269870,1
IN10269871,1
IN10269872,1
IN10269873,1
IN10269876,1
IN10269877,1
IN10269879,2
IN10269880,1
IN10269881,1
IN10269882,1
IN10269883,1
IN10269884,1
IN10269885,1
IN10269908,1
IN10269909,1
IN10269910,1
IN10269911,1
IN10269913,1
IN10269914,1
IN10269915,1
IN10269917,1
IN10269918,2
IN10269920,1
IN10269941,1
IN10269943,1
IN10269944,1
IN10269945,1
IN10269946,3
IN10269947,1
IN10269948,1
IN10269949,1
IN10269950,1
IN10269951,1
IN10269952,1
IN10269955,1
IN10269956,1
IN10269957,1
IN10269958,1
IN10269959,1
IN10269960,1
IN10269961,1
IN10269962,1
IN10269963,1
IN10269964,2
IN10269965,2
IN10269966,2
IN10269967,1
IN10269968,1
IN10269969,1
IN10269974,3
IN10269976,2
IN10269977,4
IN10269978,3
IN10269979,1
IN10269980,2
IN10269981,1
IN10269982,1
IN10269984,1
IN10269985,2
IN10269986,1
IN10269987,1
IN10269988,1
IN10269989,1
IN10269990,2
IN10269991,1
IN10269992,1
IN10269993,1
IN10269995,1
IN10269996,1
IN10269997,1
IN10269999,4
IN10270000,4
IN10270001,5
IN10270002,1
IN10270003,3
IN10270004,1
IN10270005,1
IN10270006,1
IN10270007,1
IN10270009,1
IN10270010,0
IN10270011,1
IN10270012,1
IN10270014,2
IN10270015,2
IN10270016,1
IN10270017,1
IN10270018,2
IN10270019,3
IN10270020,2
IN10270021,3
IN10270022,1
IN10270024,1
IN10270025,1
IN10270026,1
IN10270027,1
IN10270028,5
IN10270032,1
IN10270033,1
IN10270034,1
IN10270035,1
IN10270036,1
IN10270037,1
IN10270038,1
IN10270039,1
IN10270040,1
IN10270041,1
IN10270042,1
IN10270043,1
IN10270044,1
IN10270045,1
IN10270046,1
IN10270047,1
IN10270048,4
IN10270049,3
IN10270050,1
IN10270051,1
IN10270052,3
IN10270053,2
IN10270054,1
IN10270055,4
IN10270056,1
IN10270057,1
IN10270058,1
IN10270059,4
IN10270061,1
IN10270062,1
IN10270063,1
IN10270064,1
IN10270066,1
IN10270067,1
IN10270068,3
IN10270069,1
IN10270071,1
IN10270072,4
IN10270073,4
IN10270076,6
IN10270077,4
IN10270078,1
IN10270079,1
IN10270080,2
IN10270081,1
IN10270082,1
IN10270083,1
IN10270084,1
IN10270085,2
IN10270086,1
IN10270088,3
IN10270089,1
IN10270090,1
IN10270091,2
IN10270092,1
IN10270093,1
IN10270094,5
IN10270095,2
IN10270096,2
IN10270097,1
IN10270098,1
IN10270100,1
IN10270101,1
IN10270102,1
IN10270104,1
IN10270105,2
IN10270106,3
IN10270107,1
IN10270108,1
IN10270109,1
IN10270110,1
IN10270111,1
IN10270112,1
IN10270113,1
IN10270114,3
IN10270115,1
IN10270116,2
IN10270117,1
IN10270118,2
IN10270119,1
IN10270121,1
IN10270122,1
IN10270123,1
IN10270124,1
IN10270125,4
IN10270126,1
IN10270127,1
IN10270128,1
IN10270129,1
IN10270130,2
IN10270131,1
IN10270132,1
IN10270133,1
IN10270134,1
IN10270135,1
IN10270136,1
IN10270137,2
IN10270138,2
IN10270139,1
IN10270141,1
IN10270142,1
IN10270143,2
IN10270144,1
IN10270145,2
IN10270146,1
IN10270147,1
IN10270148,1
IN10270149,2
IN10270150,1
IN10270151,3
IN10270152,1
IN10270153,1
IN10270154,1
IN10270155,1
IN10270156,1
IN10270157,1
IN10270158,2
IN10270159,2
IN10270160,1
IN10270161,2
IN10270162,2
IN10270164,1
IN10270165,1
IN10270166,1
IN10270167,2
IN10270168,2
IN10270169,2
IN10270170,1
IN10270171,2
IN10270172,1
IN10270173,1
IN10270174,2
IN10270175,1
IN10270176,1
IN10270177,1
IN10270178,2
IN10270179,1
IN10270180,1
IN10270181,1
IN10270183,3
IN10270184,2
IN10270185,2
IN10270186,1
IN10270187,1
IN10270188,1
IN10270189,2
IN10270190,1
IN10270192,1
IN10270193,1
IN10270194,1
IN10270195,1
IN10270196,1
IN10270197,1
IN10270198,1
IN10270200,1
IN10270201,1
IN10270202,1
IN10270203,1
IN10270204,1
IN10270205,2
IN10270206,3
IN10270207,2
IN10270208,1
IN10270209,1
IN10270210,1
IN10270211,1
IN10270212,1
IN10270213,1
IN10270214,1
IN10270215,1
IN10270216,1
IN10270217,1
IN10270218,1
IN10270219,3
IN10270220,1
IN10270221,1
IN10270222,1
IN10270223,1
IN10270224,2
IN10270226,1
IN10270227,1
IN10270228,1
IN10270229,3
IN10270230,1
IN10270231,1
IN10270232,1
IN10270233,1
IN10270234,1
IN10270235,1
IN10270236,1
IN10270240,2
IN10270241,1
IN10270242,1
IN10270244,2
IN10270246,1
IN10270247,2
IN10270248,1
IN10270249,2
IN10270250,2
IN10270251,1
IN10270252,1
IN10270253,1
IN10270254,1
IN10270255,1
IN10270256,1
IN10270257,1
IN10270258,1
IN10270259,1
IN10270260,1
IN10270261,1
IN10270262,1
IN10270263,1
IN10270264,1
IN10270265,1
IN10270268,1
IN10270269,2
IN10270270,1
IN10270271,1
IN10270272,1
IN10270273,2
IN10270274,2
IN10270275,1
IN10270276,1
IN10270277,1
IN10270278,1
IN10270279,3
IN10270280,1
IN10270281,2
IN10270282,5
IN10270283,1
IN10270284,1
IN10270285,2
IN10270286,1
IN10270287,1
IN10270288,1
IN10270289,1
IN10270291,2
IN10270292,2
IN10270293,3
IN10270294,3
IN10270295,1
IN10270298,1
IN10270299,1
IN10270300,4
IN10270301,1
IN10270303,1
IN10270304,2
IN10270305,2
IN10270306,1
IN10270307,1
IN10270308,1
IN10270309,2
IN10270310,2
IN10270311,1
IN10270312,1
IN10270313,2
IN10270314,1
IN10270315,1
IN10270316,1
IN10270317,1
IN10270318,1
IN10270319,2
IN10270321,1
IN10270322,3
IN10270323,1
IN10270324,1
IN10270325,3
IN10270326,2
IN10270327,1
IN10270328,2
IN10270330,5
IN10270331,1
IN10270332,2
IN10270333,6
IN10270334,2
IN10270335,2
IN10270336,1
IN10270338,2
IN10270339,1
IN10270340,1
IN10270341,1
IN10270342,1
IN10270343,2
IN10270344,1
IN10270345,1
IN10270346,1
IN10270347,1
IN10270348,1
IN10270349,1
IN10270350,3
IN10270351,1
IN10270352,3
IN10270353,1
IN10270355,1
IN10270356,2
IN10270357,1
IN10270358,1
IN10270359,1
IN10270360,1
IN10270361,1
IN10270362,6
IN10270363,1
IN10270367,2
IN10270368,1
IN10270369,1
IN10270372,1
IN10270373,1
IN10270374,1
IN10270376,1
IN10270380,1
IN10270381,1
IN10270382,1
IN10270383,1
IN10270384,1
IN10270385,1
IN10270388,1
IN10270389,2
IN10270390,1
IN10270391,1
IN10270392,1
IN10270393,2
IN10270394,2
IN10270395,2
IN10270396,2
IN10270397,2
IN10270398,1
IN10270399,1
IN10270400,2
IN10270401,1
IN10270402,6
IN10270403,2
IN10270404,2
IN10270405,1
IN10270406,1
IN10270407,1
IN10270408,1
IN10270409,1
IN10270410,2
IN10270411,1
IN10270412,1
IN10270413,1
IN10270415,1
IN10270416,2
IN10270417,1
IN10270419,1
IN10270421,3
IN10270422,4
IN10270423,2
IN10270424,1
IN10270425,2
IN10270426,2
IN10270428,1
IN10270429,2
IN10270430,1
IN10270431,5
IN10270432,1
IN10270433,1
IN10270434,1
IN10270435,1
IN10270436,2
IN10270437,2
IN10270439,1
IN10270440,3
IN10270442,1
IN10270444,1
IN10270446,1
IN10270447,1
IN10270448,1
IN10270449,1
IN10270450,1
IN10270451,1
IN10270452,2
IN10270453,1
IN10270454,1
IN10270455,4
IN10270456,1
IN10270457,1
IN10270458,4
IN10270459,1
IN10270460,1
IN10270461,1
IN10270462,2
IN10270463,2
IN10270464,1
IN10270466,1
IN10270467,1
IN10270468,1
IN10270469,1
IN10270470,1
IN10270471,1
IN10270472,1
IN10270473,1
IN10270477,1
IN10270478,3
IN10270480,2
IN10270481,1
IN10270482,1
IN10270483,1
IN10270484,1
IN10270485,1
IN10270486,1
IN10270487,1
IN10270488,1
IN10270489,1
IN10270490,1
IN10270491,1
IN10270492,1
IN10270493,1
IN10270494,1
IN10270495,1
IN10270496,1
IN10270497,5
IN10270498,1
IN10270500,1
IN10270501,1
IN10270502,5
IN10270503,3
IN10270504,1
IN10270505,1
IN10270506,1
IN10270507,1
IN10270509,1
IN10270510,1
IN10270511,1
IN10270512,1
IN10270513,1
IN10270536,1
IN10270538,2
IN10270539,1
IN10270540,1
IN10270541,1
IN10270542,3
IN10270543,1
IN10270544,3
IN10270545,1
IN10270546,2
IN10270548,1
IN10270549,1
IN10270550,2
IN10270551,3
IN10270552,1
IN10270554,1
IN10270555,2
IN10270556,1
IN10270558,1
IN10270559,1
IN10270560,1
IN10270561,1
IN10270562,1
IN10270563,1
IN10270564,1
IN10270566,2
IN10270567,1
IN10270568,1
IN10270569,1
IN10270570,1
IN10270571,1
IN10270572,1
IN10270573,2
IN10270575,4
IN10270576,1
IN10270577,1
IN10270578,2
IN10270579,2
IN10270580,1
IN10270581,2
IN10270582,1
IN10270583,2
IN10270584,2
IN10270585,1
IN10270586,2
IN10270587,1
IN10270588,1
IN10270589,1
IN10270590,1
IN10270591,1
IN10270592,1
IN10270593,1
IN10270594,1
IN10270595,1
IN10270596,4
IN10270597,1
IN10270601,1
IN10270602,1
IN10270603,1
IN10270604,1
IN10270605,2
IN10270606,2
IN10270607,1
IN10270610,1
IN10270611,1
IN10270612,1
IN10270614,2
IN10270615,1
IN10270616,1
IN10270617,1
IN10270618,1
IN10270619,1
IN10270620,1
IN10270621,1
IN10270622,2
IN10270623,1
IN10270625,1
IN10270626,1
IN10270627,1
IN10270628,1
IN10270629,1
IN10270630,1
IN10270632,1
IN10270633,1
IN10270634,1
IN10270635,1
IN10270638,1
IN10270639,2
IN10270640,1
IN10270644,2
IN10270645,1
IN10270646,1
IN10270647,1
IN10270648,2
IN10270649,1
IN10270651,1
IN10270654,2
IN10270655,2
IN10270656,1
IN10270657,2
IN10270660,1
IN10270661,3
IN10270662,1
IN10270663,1
IN10270665,1
IN10270673,1
IN10270675,1
IN10270676,1
IN10270678,1
IN10270679,1
IN10270680,1
IN10270683,1
IN10270684,1
IN10270685,1
IN10270686,1
IN10270687,2
IN10270688,1
IN10270690,1
IN10270691,1
IN10270693,1
IN10270694,1
IN10270695,1
IN10270696,1
IN10270697,1
IN10270698,1
IN10270699,1
IN10270700,1
IN10270702,1
IN10270705,1
IN10270706,1
IN10270708,1
IN10270709,1
IN10270710,2
IN10270711,2
IN10270712,2
IN10270713,2
IN10270714,2
IN10270715,1
IN10270717,2
IN10270718,1
IN10270719,1
IN10270721,2
IN10270722,1
IN10270723,1
IN10270724,1
IN10270727,1
IN10270728,1
IN10270729,1
IN10270730,1
IN10270731,1
IN10270732,1
IN10270733,1
IN10270734,1
IN10270735,1
IN10270736,1
IN10270737,1
IN10270738,1
IN10270741,1
IN10270742,1
IN10270743,3
IN10270745,1
IN10270746,1
IN10270747,1
IN10270748,1
IN10270749,1
IN10270751,1
IN10270752,1
IN10270753,1
IN10270754,1
IN10270756,2
IN10270757,1
IN10270759,1
IN10270760,2
IN10270761,1
IN10270762,2
IN10270763,1
IN10270764,1
IN10270765,1
IN10270766,1
IN10270767,2
IN10270768,1
IN10270769,1
IN10270770,1
IN10270771,1
IN10270772,1
IN10270775,1
IN10270777,2
IN10270778,1
IN10270779,1
IN10270780,1
IN10270782,1
IN10270784,1
IN10270786,1
IN10270787,1
IN10270788,1
IN10270789,1
IN10270791,1
IN10270792,1
IN10270795,1
IN10270797,1
IN10270799,1
IN10270800,2
IN10270802,2
IN10270803,1
IN10270804,1
IN10270805,1
IN10270806,1
IN10270807,1
IN10270808,1
IN10270809,1
IN10270810,1
IN10270811,3
IN10270812,1
IN10270813,1
IN10270814,2
IN10270816,1
IN10270817,1
IN10270818,1
IN10270819,1
IN10270821,4
IN10270822,1
IN10270823,1
IN10270824,1
IN10270825,1
IN10270826,1
IN10270827,1
IN10270828,1
IN10270829,1
IN10270830,4
IN10270831,1
IN10270832,1
IN10270833,1
IN10270834,1
IN10270835,2
IN10270836,1
IN10270837,1
IN10270839,2
IN10270840,1
IN10270841,1
IN10270842,2
IN10270843,3
IN10270844,2
IN10270845,2
IN10270846,1
IN10270847,1
IN10270848,1
IN10270849,1
IN10270850,2
IN10270851,1
IN10270852,1
IN10270855,1
IN10270856,1
IN10270857,2
IN10270858,1
IN10270859,2
IN10270860,2
IN10270861,2
IN10270862,1
IN10270864,2
IN10270865,2
IN10270866,1
IN10270867,3
IN10270868,2
IN10270869,1
IN10270870,1
IN10270871,1
IN10270872,2
IN10270874,3
IN10270875,1
IN10270877,2
IN10270878,1
IN10270880,1
IN10270881,2
IN10270882,2
IN10270886,1
IN10270887,1
IN10270888,1
IN10270889,1
IN10270890,1
IN10270891,2
IN10270892,2
IN10270893,1
IN10270894,1
IN10270895,1
IN10270896,1
IN10270897,1
IN10270899,1
IN10270900,1
IN10270901,1
IN10270902,1
IN10270903,1
IN10270904,1
IN10270911,1
IN10270913,1
IN10270917,1
IN10270919,1
IN10270920,2
IN10270921,2
IN10270923,1
IN10270924,2
IN10270925,1
IN10270931,4
IN10270933,1
IN10270934,1
IN10270937,1
IN10270938,1
IN10270939,1
IN10270940,1
IN10270941,1
IN10270942,1
IN10270943,1
IN10270944,1
IN10270945,1
IN10270946,1
IN10270947,1
IN10270948,1
IN10270949,1
IN10270950,1
IN10270951,1
IN10270952,1
IN10270953,1
IN10270954,3
IN10270955,1
IN10270956,3
IN10270957,1
IN10270958,1
IN10270959,2
IN10270960,1
IN10270961,1
IN10270962,1
IN10270963,2
IN10270965,1
IN10270966,1
IN10270967,1
IN10270969,1
IN10270970,1
IN10270971,1
IN10270973,1
IN10270974,1
IN10270975,1
IN10270976,1
IN10270977,1
IN10270978,1
IN10270979,1
IN10270980,1
IN10270984,1
IN10270985,2
IN10270986,1
IN10270988,1
IN10270989,1
IN10270990,1
IN10270991,1
IN10270992,2
IN10270993,1
IN10270994,3
IN10270995,1
IN10270996,2
IN10270997,2
IN10270998,2
IN10270999,1
IN10271000,1
IN10271001,2
IN10271002,1
IN10271003,1
IN10271004,1
IN10271005,3
IN10271006,1
IN10271007,1
IN10271008,2
IN10271009,1
IN10271010,1
IN10271011,2
IN10271012,1
IN10271013,2
IN10271014,1
IN10271015,1
IN10271016,2
IN10271017,2
IN10271018,1
IN10271019,1
IN10271020,1
IN10271021,1
IN10271022,1
IN10271023,3
IN10271024,3
IN10271025,1
IN10271026,3
IN10271027,1
IN10271028,1
IN10271029,1
IN10271030,3
IN10271031,1
IN10271032,1
IN10271033,1
IN10271034,1
IN10271035,1
IN10271036,1
IN10271037,4
IN10271039,1
IN10271041,1
IN10271043,1
IN10271045,1
IN10271046,1
IN10271047,1
IN10271048,1
IN10271053,1
IN10271054,1
IN10271055,1
IN10271056,1
IN10271057,1
IN10271058,1
IN10271059,1
IN10271060,1
IN10271061,1
IN10271062,2
IN10271063,1
IN10271064,1
IN10271065,1
IN10271066,1
IN10271067,1
IN10271068,4
IN10271069,1
IN10271070,5
IN10271072,1
IN10271073,3
IN10271076,2
IN10271077,1
IN10271078,1
IN10271079,2
IN10271080,2
IN10271081,1
IN10271082,1
IN10271083,1
IN10271084,1
IN10271085,1
IN10271086,1
IN10271087,1
IN10271088,2
IN10271089,1
IN10271090,3
IN10271091,1
IN10271092,1
IN10271094,2
IN10271095,1
IN10271096,1
IN10271097,1
IN10271098,3
IN10271099,1
IN10271100,1
IN10271101,1
IN10271102,1
IN10271103,1
IN10271104,2
IN10271105,2
IN10271106,1
IN10271107,1
IN10271108,1
IN10271109,1
IN10271110,1
IN10271111,1
IN10271112,1
IN10271113,1
IN10271114,1
IN10271115,1
IN10271116,1
IN10271117,1
IN10271118,1
IN10271119,1
IN10271120,1
IN10271121,1
IN10271122,1
IN10271123,1
IN10271124,1
IN10271125,1
IN10271127,2
IN10271128,3
IN10271129,2
IN10271130,2
IN10271131,1
IN10271132,1
IN10271133,1
IN10271134,1
IN10271135,1
IN10271137,1
IN10271138,1
IN10271140,1
IN10271142,1
IN10271146,1
IN10271147,1
IN10271148,2
IN10271149,1
IN10271150,1
IN10271151,2
IN10271152,1
IN10271153,2
IN10271154,1
IN10271155,2
IN10271156,1
IN10271157,4
IN10271158,1
IN10271159,1
IN10271160,1
IN10271161,2
IN10271162,3
IN10271163,1
IN10271165,1
IN10271166,1
IN10271167,1
IN10271168,2
IN10271169,1
IN10271170,1
IN10271172,1
IN10271175,1
IN10271176,3
IN10271177,1
IN10271178,6
IN10271179,1
IN10271181,1
IN10271183,3
IN10271185,1
IN10271186,3
IN10271189,1
IN10271190,1
IN10271191,1
IN10271192,2
IN10271194,2
IN10271195,1
IN10271196,1
IN10271197,1
IN10271198,2
IN10271199,1
IN10271200,1
IN10271201,1
IN10271202,2
IN10271203,1
IN10271204,1
IN10271205,2
IN10271206,1
IN10271207,1
IN10271208,1
IN10271209,1
IN10271210,1
IN10271211,1
IN10271212,1
IN10271213,2
IN10271214,1
IN10271215,1
IN10271216,1
IN10271217,1
IN10271218,1
IN10271219,1
IN10271220,1
IN10271221,1
IN10271222,1
IN10271223,1
IN10271224,1
IN10271225,1
IN10271226,1
IN10271227,1
IN10271229,1
IN10271230,1
IN10271231,2
IN10271232,2
IN10271233,1
IN10271234,1
IN10271236,1
IN10271237,1
IN10271238,1
IN10271239,1
IN10271240,1
IN10271241,4
IN10271242,1
IN10271243,1
IN10271244,1
IN10271246,1
IN10271247,1
IN10271248,4
IN10271249,1
IN10271251,1
IN10271252,1
IN10271255,1
IN10271256,2
IN10271257,1
IN10271258,1
IN10271259,1
IN10271261,1
IN10271262,5
IN10271264,1
IN10271266,2
IN10271268,1
IN10271269,1
IN10271270,1
IN10271271,1
IN10271272,3
IN10271273,1
IN10271274,2
IN10271275,1
IN10271276,1
IN10271277,1
IN10271278,2
IN10271280,1
IN10271281,1
IN10271282,1
IN10271283,1
IN10271284,1
IN10271285,1
IN10271286,3
IN10271287,1
IN10271288,1
IN10271289,1
IN10271291,1
IN10271292,1
IN10271293,1
IN10271294,1
IN10271296,1
IN10271297,1
IN10271298,1
IN10271299,2
IN10271300,1
IN10271301,1
IN10271302,1
IN10271303,1
IN10271304,1
IN10271305,1
IN10271306,1
IN10271307,1
IN10271308,1
IN10271309,1
IN10271310,1
IN10271311,1
IN10271312,1
IN10271313,1
IN10271314,1
IN10271315,1
IN10271316,1
IN10271317,1
IN10271318,1
IN10271319,1
IN10271320,1
IN10271321,1
IN10271322,1
IN10271323,1
IN10271324,1
IN10271325,1
IN10271326,1
IN10271328,1
IN10271329,4
IN10271330,6
IN10271331,1
IN10271332,2
IN10271333,1
IN10271334,1
IN10271335,1
IN10271336,1
IN10271337,2
IN10271338,2
IN10271339,1
IN10271340,1
IN10271341,1
IN10271342,1
IN10271343,1
IN10271344,1
IN10271345,2
IN10271346,1
IN10271347,2
IN10271348,1
IN10271349,1
IN10271350,1
IN10271351,2
IN10271352,2
IN10271353,2
IN10271354,1
IN10271356,1
IN10271357,1
IN10271358,2
IN10271359,2
IN10271360,1
IN10271361,1
IN10271362,2
IN10271363,1
IN10271364,1
IN10271365,1
IN10271366,1
IN10271367,1
IN10271368,1
IN10271369,1
IN10271370,2
IN10271371,2
IN10271372,2
IN10271373,1
IN10271374,1
IN10271375,2
IN10271376,1
IN10271377,2
IN10271378,1
IN10271379,1
IN10271380,1
IN10271381,2
IN10271382,1
IN10271383,2
IN10271384,3
IN10271385,2
IN10271386,1
IN10271388,1
IN10271389,5
IN10271390,1
IN10271391,1
IN10271392,1
IN10271393,2
IN10271394,2
IN10271395,3
IN10271396,1
IN10271397,1
IN10271398,1
IN10271399,1
IN10271400,1
IN10271401,1
IN10271402,1
IN10271403,1
IN10271404,1
IN10271405,1
IN10271406,1
IN10271407,2
IN10271408,1
IN10271409,1
IN10271410,1
IN10271411,2
IN10271413,1
IN10271414,1
IN10271415,1
IN10271416,2
IN10271417,2
IN10271418,1
IN10271419,1
IN10271420,1
IN10271421,1
IN10271423,1
IN10271424,3
IN10271425,1
IN10271426,1
IN10271427,1
IN10271428,2
IN10271429,1
IN10271430,1
IN10271431,1
IN10271432,1
IN10271433,1
IN10271434,1
IN10271435,1
IN10271436,1
IN10271437,1
IN10271438,2
IN10271439,1
IN10271440,1
IN10271441,3
IN10271442,1
IN10271443,2
IN10271444,1
IN10271445,1
IN10271446,1
IN10271447,2
IN10271448,1
IN10271449,2
IN10271450,1
IN10271451,4
IN10271452,1
IN10271453,1
IN10271454,1
IN10271455,1
IN10271456,1
IN10271457,2
IN10271458,3
IN10271459,1
IN10271460,2
IN10271461,1
IN10271462,1
IN10271463,1
IN10271464,1
IN10271465,2
IN10271466,2
IN10271467,1
IN10271468,1
IN10271469,1
IN10271470,2
IN10271471,1
IN10271472,1
IN10271474,2
IN10271476,1
IN10271477,1
IN10271478,1
IN10271480,1
IN10271481,1
IN10271482,1
IN10271483,1
IN10271484,1
IN10271485,1
IN10271486,1
IN10271488,2
IN10271489,2
IN10271490,2
IN10271492,1
IN10271493,2
IN10271495,1
IN10271496,1
IN10271497,1
IN10271498,1
IN10271499,1
IN10271500,1
IN10271501,1
IN10271502,1
IN10271503,1
IN10271504,1
IN10271505,1
IN10271506,1
IN10271507,2
IN10271508,2
IN10271509,2
IN10271510,2
IN10271511,1
IN10271512,1
IN10271513,1
IN10271514,2
IN10271515,1
IN10271516,2
IN10271517,3
IN10271518,1
IN10271519,2
IN10271520,2
IN10271521,1
IN10271522,1
IN10271523,1
IN10271524,2
IN10271526,1
IN10271528,2
IN10271529,1
IN10271530,1
IN10271531,1
IN10271532,1
IN10271533,1
IN10271534,1
IN10271535,1
IN10271536,1
IN10271537,6
IN10271538,1
IN10271539,1
IN10271540,1
IN10271541,1
IN10271542,1
IN10271543,1
IN10271544,1
IN10271545,1
IN10271546,1
IN10271547,1
IN10271548,2
IN10271549,1
IN10271550,1
IN10271551,1
IN10271552,1
IN10271553,1
IN10271554,1
IN10271555,1
IN10271556,2
IN10271557,1
IN10271558,1
IN10271559,1
IN10271560,5
IN10271561,1
IN10271562,2
IN10271563,2
IN10271564,2
IN10271565,1
IN10271566,1
IN10271567,1
IN10271568,1
IN10271569,1
IN10271570,2
IN10271571,2
IN10271572,1
IN10271573,3
IN10271574,3
IN10271575,1
IN10271576,4
IN10271577,3
IN10271578,5
IN10271579,1
IN10271580,1
IN10271581,1
IN10271582,2
IN10271583,3
IN10271584,1
IN10271585,1
IN10271586,1
IN10271587,2
IN10271588,1
IN10271589,2
IN10271590,1
IN10271591,1
IN10271592,1
IN10271593,1
IN10271594,1
IN10271595,1
IN10271596,1
IN10271597,1
IN10271598,1
IN10271599,1
IN10271600,1
IN10271601,1
IN10271602,1
IN10271603,1
IN10271604,1
IN10271605,2
IN10271606,1
IN10271607,1
IN10271608,2
IN10271609,2
IN10271610,3
IN10271611,1
IN10271612,5
IN10271613,1
IN10271614,1
IN10271615,1
IN10271616,1
IN10271617,1
IN10271619,1
IN10271620,1
IN10271621,1
IN10271622,2
IN10271623,2
IN10271624,1
IN10271625,1
IN10271626,1
IN10271627,1
IN10271628,1
IN10271629,3
IN10271631,1
IN10271633,1
IN10271636,2
IN10271638,3
IN10271639,3
IN10271640,1
IN10271641,1
IN10271642,5
IN10271643,4
IN10271644,3
IN10271645,1
IN10271646,1
IN10271647,1
IN10271649,2
IN10271650,1
IN10271651,1
IN10271652,1
IN10271653,1
IN10271654,1
IN10271655,1
IN10271656,1
IN10271657,2
IN10271658,6
IN10271659,1
IN10271660,1
IN10271661,1
IN10271662,2
IN10271664,2
IN10271665,1
IN10271666,1
IN10271667,1
IN10271668,1
IN10271669,3
IN10271670,1
IN10271671,1
IN10271672,1
IN10271673,1
IN10271674,1
IN10271675,2
IN10271676,1
IN10271677,1
IN10271678,1
IN10271679,1
IN10271680,1
IN10271681,4
IN10271682,1
IN10271683,1
IN10271684,1
IN10271685,1
IN10271686,1
IN10271687,1
IN10271688,2
IN10271689,1
IN10271690,1
IN10271692,3
IN10271693,1
IN10271694,1
IN10271695,1
IN10271696,1
IN10271697,2
IN10271698,1
IN10271699,1
IN10271700,1
IN10271701,1
IN10271702,1
IN10271703,1
IN10271704,1
IN10271705,2
IN10271706,1
IN10271707,1
IN10271708,1
IN10271709,1
IN10271710,1
IN10271711,2
IN10271712,1
IN10271713,1
IN10271714,3
IN10271715,1
IN10271716,2
